id,customer_id,calculation_type,origin,destination,weight_in_tonnes,specific_method,created_at,updated_at,co2_in_g,file_name
674,CVO-34349,truck,"Paris, France","Wien, Austria",0.002,"",2021-09-07 16:13:38 UTC,2021-09-07 16:13:38 UTC,163,Convelio202109071809220200
675,CVO-32913,truck,"Paris, France","De Pinte, Belgium",0.002,"",2021-09-07 16:13:39 UTC,2021-09-07 16:13:39 UTC,40,Convelio202109071809220200
676,CVO-34354,truck,"Paris, France","Grünwald, Germany",0.002,"",2021-09-07 16:13:40 UTC,2021-09-07 16:13:40 UTC,108,Convelio202109071809220200
677,CVO-24818,truck,"Paris, France","Antwerpen, Belgium",0.002,"",2021-09-07 16:13:41 UTC,2021-09-07 16:13:41 UTC,47,Convelio202109071809220200
678,CVO-24812,air_freight,"Paris, France","Minneapolis, United States",0.002,freighter,2021-09-07 16:13:41 UTC,2021-09-07 16:13:41 UTC,6448,Convelio202109071809220200
679,CVO-33368,truck,"Paris, France","Haltern am See, Germany",0.002,"",2021-09-07 16:13:42 UTC,2021-09-07 16:13:42 UTC,74,Convelio202109071809220200
680,CVO-25897,air_freight,"Paris, France","Suita, Japan",0.002,freighter,2021-09-07 16:13:45 UTC,2021-09-07 16:13:45 UTC,9224,Convelio202109071809220200
681,CVO-32248,air_freight,"Paris, France","Mount Pleasant, United States",0.002,freighter,2021-09-07 16:13:46 UTC,2021-09-07 16:13:46 UTC,6471,Convelio202109071809220200
682,CVO-28420,truck,"Gennevilliers, France","München, Germany",0.002,"",2021-09-07 16:13:47 UTC,2021-09-07 16:13:47 UTC,109,Convelio202109071809220200
683,CVO-28654,air_freight,"Gennevilliers, France","Hong Kong, Hong Kong",0.002,freighter,2021-09-07 16:13:48 UTC,2021-09-07 16:13:48 UTC,9222,Convelio202109071809220200
684,CVO-29191,air_freight,"Paris, France","Hong Kong, Hong Kong",0.002,freighter,2021-09-07 16:13:49 UTC,2021-09-07 16:13:49 UTC,9222,Convelio202109071809220200
685,CVO-25207,truck,"Paris, France","Roquebrune-Cap-Martin, France",0.002,"",2021-09-07 16:13:51 UTC,2021-09-07 16:13:51 UTC,109,Convelio202109071809220200
686,CVO-26972,truck,"Gennevilliers, France","Grünwald, Germany",0.002,"",2021-09-07 16:13:52 UTC,2021-09-07 16:13:52 UTC,108,Convelio202109071809220200
687,CVO-25497,air_freight,"Gennevilliers, France","New York, United States",0.002,freighter,2021-09-07 16:13:53 UTC,2021-09-07 16:13:53 UTC,5521,Convelio202109071809220200
688,CVO-25275,air_freight,"Gennevilliers, France","Seki, Japan",0.002,freighter,2021-09-07 16:13:54 UTC,2021-09-07 16:13:54 UTC,9209,Convelio202109071809220200
689,CVO-31157,truck,"Paris, France","Amsterdam, Netherlands",0.002,"",2021-09-07 16:13:56 UTC,2021-09-07 16:13:56 UTC,68,Convelio202109071809220200
690,CVO-24901,air_freight,"Paris, France","Beverly Hills, United States",0.002,freighter,2021-09-07 16:13:57 UTC,2021-09-07 16:13:57 UTC,8717,Convelio202109071809220200
691,CVO-34933,air_freight,"Paris, France","New Territories, Hong Kong",0.002,freighter,2021-09-07 16:13:58 UTC,2021-09-07 16:13:58 UTC,9216,Convelio202109071809220200
692,CVO-36411,truck,"Paris, France","Köln, Germany",0.002,"",2021-09-07 16:14:00 UTC,2021-09-07 16:14:00 UTC,63,Convelio202109071809220200
693,CVO-35056,air_freight,"Paris, France","Dighton, United States",0.002,freighter,2021-09-07 16:14:01 UTC,2021-09-07 16:14:01 UTC,5284,Convelio202109071809220200
694,CVO-34923,air_freight,"Paris, France","Hong Kong, Hong Kong",0.002,freighter,2021-09-07 16:14:02 UTC,2021-09-07 16:14:02 UTC,9222,Convelio202109071809220200
695,CVO-35297,air_freight,"Paris, France","Los Angeles, United States",0.002,freighter,2021-09-07 16:14:03 UTC,2021-09-07 16:14:03 UTC,8711,Convelio202109071809220200
696,CVO-35309,air_freight,"Paris, France","Taipei City, Taiwan",0.002,freighter,2021-09-07 16:14:06 UTC,2021-09-07 16:14:06 UTC,9416,Convelio202109071809220200
697,CVO-35778,air_freight,"Paris, France","San Jose, United States",0.002,freighter,2021-09-07 16:14:07 UTC,2021-09-07 16:14:07 UTC,8600,Convelio202109071809220200
698,CVO-34941,air_freight,"Paris, France","Hong Kong, Hong Kong",0.002,freighter,2021-09-07 16:14:08 UTC,2021-09-07 16:14:08 UTC,9222,Convelio202109071809220200
699,CVO-35059,air_freight,"Paris, France","Hong Kong, Hong Kong",0.002,freighter,2021-09-07 16:14:09 UTC,2021-09-07 16:14:09 UTC,9222,Convelio202109071809220200
700,CVO-36308,air_freight,"Paris, France","Chai Wan, Hong Kong (香港)",0.002,freighter,2021-09-07 16:14:10 UTC,2021-09-07 16:14:10 UTC,9231,Convelio202109071809220200
701,CVO-36980,air_freight,"Paris, France","Kowloon, Hong Kong (香港)",0.002,freighter,2021-09-07 16:14:11 UTC,2021-09-07 16:14:11 UTC,9222,Convelio202109071809220200
702,CVO-36295,truck,"Paris, France","Stuttgart, Germany",0.002,"",2021-09-07 16:14:12 UTC,2021-09-07 16:14:12 UTC,79,Convelio202109071809220200
703,CVO-27261,truck,"Gennevilliers, France","Bordeaux, France",0.003,"",2021-09-07 16:14:13 UTC,2021-09-07 16:14:13 UTC,119,Convelio202109071809220200
704,CVO-25429,truck,"Gennevilliers, France","London, United Kingdom",0.003,"",2021-09-07 16:14:14 UTC,2021-09-07 16:14:14 UTC,79,Convelio202109071809220200
705,CVO-34437,air_freight,"Paris, France","New Castle, United States",0.003,freighter,2021-09-07 16:14:15 UTC,2021-09-07 16:14:15 UTC,8547,Convelio202109071809220200
706,CVO-19593,air_freight,"Paris, France","Tainan, Taiwan (台灣)",0.003,freighter,2021-09-07 16:14:17 UTC,2021-09-07 16:14:17 UTC,14274,Convelio202109071809220200
707,CVO-15325,truck,"Paris, France","'t Goy, Netherlands",0.003,"",2021-09-07 16:14:17 UTC,2021-09-07 16:14:17 UTC,96,Convelio202109071809220200
708,CVO-27436,air_freight,"Gennevilliers, France","New York, United States",0.003,freighter,2021-09-07 16:14:18 UTC,2021-09-07 16:14:18 UTC,8281,Convelio202109071809220200
709,CVO-26862,truck,"Gennevilliers, France","London, United Kingdom",0.003,"",2021-09-07 16:14:19 UTC,2021-09-07 16:14:19 UTC,79,Convelio202109071809220200
710,CVO-34090,air_freight,"Gennevilliers, France","SHIH LIN, Taiwan (台灣)",0.003,freighter,2021-09-07 16:14:20 UTC,2021-09-07 16:14:20 UTC,14111,Convelio202109071809220200
711,CVO-33640,truck,"Paris, France","Vercelli, Italy",0.003,"",2021-09-07 16:14:21 UTC,2021-09-07 16:14:21 UTC,143,Convelio202109071809220200
712,CVO-26099,truck,"Gennevilliers, France","Berlin, Germany",0.003,"",2021-09-07 16:14:22 UTC,2021-09-07 16:14:22 UTC,207,Convelio202109071809220200
713,CVO-19589,air_freight,"Paris, France","Tainan City, Taiwan",0.003,freighter,2021-09-07 16:14:23 UTC,2021-09-07 16:14:23 UTC,14274,Convelio202109071809220200
714,CVO-32522,truck,"Paris, France","Zwevegem, Belgium",0.003,"",2021-09-07 16:14:24 UTC,2021-09-07 16:14:24 UTC,54,Convelio202109071809220200
715,CVO-32572,truck,"Paris, France","Senlis, France",0.003,"",2021-09-07 16:14:25 UTC,2021-09-07 16:14:25 UTC,10,Convelio202109071809220200
716,CVO-25394,truck,"Gennevilliers, France","Zürich, Switzerland",0.003,"",2021-09-07 16:14:26 UTC,2021-09-07 16:14:26 UTC,117,Convelio202109071809220200
717,CVO-27065,truck,"Gennevilliers, France","County Meath, Ireland",0.003,"",2021-09-07 16:14:27 UTC,2021-09-07 16:14:27 UTC,192,Convelio202109071809220200
718,CVO-29616,air_freight,"Gennevilliers, France","Los Angeles, United States",0.003,freighter,2021-09-07 16:14:28 UTC,2021-09-07 16:14:28 UTC,13054,Convelio202109071809220200
719,CVO-24937,truck,"Paris, France","Gasteiz, Spain",0.003,"",2021-09-07 16:14:29 UTC,2021-09-07 16:14:29 UTC,183,Convelio202109071809220200
720,CVO-26130,air_freight,"Paris, France","Hong Kong, Hong Kong",0.003,freighter,2021-09-07 16:14:30 UTC,2021-09-07 16:14:30 UTC,13833,Convelio202109071809220200
721,CVO-27238,truck,"Gennevilliers, France","London, United Kingdom",0.003,"",2021-09-07 16:14:31 UTC,2021-09-07 16:14:31 UTC,79,Convelio202109071809220200
722,CVO-29292,air_freight,"Gennevilliers, France","San Francisco, United States",0.003,freighter,2021-09-07 16:14:32 UTC,2021-09-07 16:14:32 UTC,12867,Convelio202109071809220200
723,CVO-14076,air_freight,"Paris, France","Milano, Italy",0.003,freighter,2021-09-07 16:14:32 UTC,2021-09-07 16:14:32 UTC,1329,Convelio202109071809220200
724,CVO-27356,air_freight,"Gennevilliers, France","Boston, United States",0.003,freighter,2021-09-07 16:14:34 UTC,2021-09-07 16:14:34 UTC,7863,Convelio202109071809220200
725,CVO-28303,air_freight,"Gennevilliers, France","Los Angeles, United States",0.003,freighter,2021-09-07 16:14:35 UTC,2021-09-07 16:14:35 UTC,13054,Convelio202109071809220200
726,CVO-24962,air_freight,"Gennevilliers, France","Washington, United States",0.003,freighter,2021-09-07 16:14:37 UTC,2021-09-07 16:14:37 UTC,11457,Convelio202109071809220200
727,CVO-33622,air_freight,"Paris, France","New York, United States",0.003,freighter,2021-09-07 16:14:38 UTC,2021-09-07 16:14:38 UTC,8291,Convelio202109071809220200
728,CVO-33429,truck,"Paris, France","Amsterdam, Netherlands",0.003,"",2021-09-07 16:14:39 UTC,2021-09-07 16:14:39 UTC,102,Convelio202109071809220200
729,CVO-27713,truck,"Gennevilliers, France","London, United Kingdom",0.003,"",2021-09-07 16:14:40 UTC,2021-09-07 16:14:40 UTC,79,Convelio202109071809220200
730,CVO-34586,truck,"Paris, France","Nîmes, France",0.003,"",2021-09-07 16:14:41 UTC,2021-09-07 16:14:41 UTC,137,Convelio202109071809220200
731,CVO-20136,truck,"Paris, France","Stockholm, Sweden",0.003,"",2021-09-07 16:14:42 UTC,2021-09-07 16:14:42 UTC,365,Convelio202109071809220200
732,CVO-37419,air_freight,"Gennevilliers, France","New York, United States",0.003,freighter,2021-09-07 16:14:43 UTC,2021-09-07 16:14:43 UTC,8281,Convelio202109071809220200
733,CVO-36019,truck,"Paris, France","York, United Kingdom",0.003,"",2021-09-07 16:14:44 UTC,2021-09-07 16:14:44 UTC,146,Convelio202109071809220200
734,CVO-37545,air_freight,"Paris, France","Aventura, United States",0.003,freighter,2021-09-07 16:14:46 UTC,2021-09-07 16:14:46 UTC,10530,Convelio202109071809220200
735,CVO-36669,truck,"Gennevilliers, France","Monaco, Monaco",0.003,"",2021-09-07 16:14:47 UTC,2021-09-07 16:14:47 UTC,165,Convelio202109071809220200
736,CVO-25388,air_freight,"Gennevilliers, France","New York, United States",0.004,freighter,2021-09-07 16:14:47 UTC,2021-09-07 16:14:47 UTC,11041,Convelio202109071809220200
737,CVO-18067,air_freight,"Paris, France","Dallas, United States",0.004,freighter,2021-09-07 16:14:48 UTC,2021-09-07 16:14:48 UTC,15243,Convelio202109071809220200
738,CVO-28916,air_freight,"Gennevilliers, France","Los Angeles, United States",0.004,freighter,2021-09-07 16:14:49 UTC,2021-09-07 16:14:49 UTC,17405,Convelio202109071809220200
739,CVO-27918,air_freight,"Gennevilliers, France","Los Angeles, United States",0.004,freighter,2021-09-07 16:14:50 UTC,2021-09-07 16:14:50 UTC,17405,Convelio202109071809220200
740,CVO-24684,air_freight,"Paris, France","Kerhonkson, United States",0.004,freighter,2021-09-07 16:14:51 UTC,2021-09-07 16:14:51 UTC,10963,Convelio202109071809220200
741,CVO-18599,air_freight,"Paris, France","Littleton, United States",0.004,freighter,2021-09-07 16:14:52 UTC,2021-09-07 16:14:52 UTC,15128,Convelio202109071809220200
742,CVO-32015,truck,"Paris, France","Pagny-sur-Moselle, France",0.004,"",2021-09-07 16:14:53 UTC,2021-09-07 16:14:53 UTC,85,Convelio202109071809220200
743,CVO-31356,air_freight,"Gennevilliers, France","Golden Beach, United States",0.004,freighter,2021-09-07 16:14:54 UTC,2021-09-07 16:14:54 UTC,14026,Convelio202109071809220200
744,CVO-34345,air_freight,"Paris, France","Hong Kong, Hong Kong",0.004,freighter,2021-09-07 16:14:55 UTC,2021-09-07 16:14:55 UTC,18445,Convelio202109071809220200
745,CVO-31358,air_freight,"Gennevilliers, France","Marine on Saint Croix, United States",0.004,freighter,2021-09-07 16:14:56 UTC,2021-09-07 16:14:56 UTC,12790,Convelio202109071809220200
746,CVO-14923,air_freight,"Paris, France","Hong Kong, Hong Kong",0.004,freighter,2021-09-07 16:14:57 UTC,2021-09-07 16:14:57 UTC,18445,Convelio202109071809220200
747,CVO-25969,truck,"Gennevilliers, France","Lisboa, Portugal",0.004,"",2021-09-07 16:14:58 UTC,2021-09-07 16:14:58 UTC,459,Convelio202109071809220200
748,CVO-27241,truck,"Soorts-Hossegor, France","Gent, Belgium",0.004,"",2021-09-07 16:15:00 UTC,2021-09-07 16:15:00 UTC,286,Convelio202109071809220200
749,CVO-33178,air_freight,"Paris, France","Hong Kong, Hong Kong",0.004,freighter,2021-09-07 16:15:00 UTC,2021-09-07 16:15:00 UTC,18445,Convelio202109071809220200
750,CVO-19528,air_freight,"Paris, France","Hong Kong, Hong Kong",0.004,freighter,2021-09-07 16:15:02 UTC,2021-09-07 16:15:02 UTC,18445,Convelio202109071809220200
751,CVO-28912,air_freight,"Gennevilliers, France","Wauwatosa, United States",0.004,freighter,2021-09-07 16:15:03 UTC,2021-09-07 16:15:03 UTC,12523,Convelio202109071809220200
752,CVO-27076,truck,"Gennevilliers, France","Compton, United Kingdom",0.004,"",2021-09-07 16:15:05 UTC,2021-09-07 16:15:05 UTC,121,Convelio202109071809220200
753,CVO-14926,air_freight,"Paris, France","Mill Valley, United States",0.004,freighter,2021-09-07 16:15:06 UTC,2021-09-07 16:15:06 UTC,17160,Convelio202109071809220200
754,CVO-17509,air_freight,"Paris, France","Prahran, Australia",0.004,freighter,2021-09-07 16:15:07 UTC,2021-09-07 16:15:07 UTC,32006,Convelio202109071809220200
755,CVO-29858,truck,"Paris, France","Amsterdam, Netherlands",0.004,"",2021-09-07 16:15:07 UTC,2021-09-07 16:15:07 UTC,135,Convelio202109071809220200
756,CVO-36074,truck,"Gennevilliers, France","Valencia, Spain",0.004,"",2021-09-07 16:15:08 UTC,2021-09-07 16:15:08 UTC,338,Convelio202109071809220200
757,CVO-37367,truck,"Paris, France","Chorzow, Poland",0.004,"",2021-09-07 16:15:10 UTC,2021-09-07 16:15:10 UTC,380,Convelio202109071809220200
758,CVO-37299,truck,"Gennevilliers, France","London, United Kingdom",0.004,"",2021-09-07 16:15:11 UTC,2021-09-07 16:15:11 UTC,106,Convelio202109071809220200
759,CVO-36070,truck,"Paris, France","Perugia, Italy",0.004,"",2021-09-07 16:15:12 UTC,2021-09-07 16:15:12 UTC,316,Convelio202109071809220200
760,CVO-36456,air_freight,"Gennevilliers, France","EAST HAMPTON, United States",0.004,freighter,2021-09-07 16:15:14 UTC,2021-09-07 16:15:14 UTC,10785,Convelio202109071809220200
761,CVO-29497,air_freight,"Washington DC, United States","Udine, Italy",0.004545455,freighter,2021-09-07 16:15:15 UTC,2021-09-07 16:15:15 UTC,15263,Convelio202109071809220200
762,CVO-24981,truck,"Paris, France","Hamburg, Germany",0.005,"",2021-09-07 16:15:16 UTC,2021-09-07 16:15:16 UTC,293,Convelio202109071809220200
763,CVO-10067,air_freight,"Paris, France","MACAU, Macao",0.005,freighter,2021-09-07 16:15:17 UTC,2021-09-07 16:15:17 UTC,22987,Convelio202109071809220200
764,CVO-29798,air_freight,"Paris, France","Mill Valley, United States",0.005,freighter,2021-09-07 16:15:18 UTC,2021-09-07 16:15:18 UTC,21449,Convelio202109071809220200
765,CVO-33971,truck,"Gennevilliers, France","Cascais, Portugal",0.005,"",2021-09-07 16:15:19 UTC,2021-09-07 16:15:19 UTC,580,Convelio202109071809220200
766,CVO-35179,air_freight,"Paris, France","Houston, United States",0.005,freighter,2021-09-07 16:15:20 UTC,2021-09-07 16:15:20 UTC,19413,Convelio202109071809220200
767,CVO-16586,air_freight,"Gennevilliers, France","Chicago, United States",0.005,freighter,2021-09-07 16:15:21 UTC,2021-09-07 16:15:21 UTC,15806,Convelio202109071809220200
768,CVO-29647,air_freight,"Paris, France","Ramsey, United States",0.005,freighter,2021-09-07 16:15:22 UTC,2021-09-07 16:15:22 UTC,13786,Convelio202109071809220200
769,CVO-26725,truck,"Gennevilliers, France","Kleinmachnow, Germany",0.005,"",2021-09-07 16:15:23 UTC,2021-09-07 16:15:23 UTC,339,Convelio202109071809220200
770,CVO-26726,truck,"Paris, France","Traun, Austria",0.005,"",2021-09-07 16:15:25 UTC,2021-09-07 16:15:25 UTC,346,Convelio202109071809220200
771,CVO-29457,truck,"Paris, France","Bottmingen, Switzerland",0.005,"",2021-09-07 16:15:26 UTC,2021-09-07 16:15:26 UTC,163,Convelio202109071809220200
772,CVO-34422,air_freight,"Paris, France","Wilmington, United States",0.005,freighter,2021-09-07 16:15:27 UTC,2021-09-07 16:15:27 UTC,14227,Convelio202109071809220200
773,CVO-18371,air_freight,"Paris, France","Santa Monica, United States",0.005,freighter,2021-09-07 16:15:29 UTC,2021-09-07 16:15:29 UTC,21816,Convelio202109071809220200
774,CVO-25265,truck,"Gennevilliers, France","Leipzig, Germany",0.005,"",2021-09-07 16:15:30 UTC,2021-09-07 16:15:30 UTC,302,Convelio202109071809220200
775,CVO-27934,air_freight,"Gennevilliers, France","Asheville, United States",0.005,freighter,2021-09-07 16:15:31 UTC,2021-09-07 16:15:31 UTC,16120,Convelio202109071809220200
776,CVO-27425,truck,"Gennevilliers, France","London, United Kingdom",0.005,"",2021-09-07 16:15:32 UTC,2021-09-07 16:15:32 UTC,132,Convelio202109071809220200
777,CVO-27389,truck,"Gennevilliers, France","London, United Kingdom",0.005,"",2021-09-07 16:15:34 UTC,2021-09-07 16:15:34 UTC,132,Convelio202109071809220200
778,CVO-27236,air_freight,"Gennevilliers, France","New York, United States",0.005,freighter,2021-09-07 16:15:34 UTC,2021-09-07 16:15:34 UTC,13802,Convelio202109071809220200
779,CVO-27616,air_freight,"Gennevilliers, France","Ottawa, Canada",0.005,freighter,2021-09-07 16:15:35 UTC,2021-09-07 16:15:35 UTC,13370,Convelio202109071809220200
780,CVO-37457,truck,"Paris, France","Bochum, Germany",0.005,"",2021-09-07 16:15:36 UTC,2021-09-07 16:15:36 UTC,178,Convelio202109071809220200
781,CVO-35785,truck,"Paris, France","La Grande-Motte, France",0.005,"",2021-09-07 16:15:37 UTC,2021-09-07 16:15:37 UTC,238,Convelio202109071809220200
782,CVO-35884,air_freight,"Paris, France","Montréal, Canada",0.005,freighter,2021-09-07 16:15:39 UTC,2021-09-07 16:15:39 UTC,13061,Convelio202109071809220200
783,CVO-34721,air_freight,"Paris, France","Hong Kong, Hong Kong",0.005,freighter,2021-09-07 16:15:40 UTC,2021-09-07 16:15:40 UTC,23056,Convelio202109071809220200
784,CVO-24983,air_freight,"Paris, France","Mona Vale, Australia",0.006,freighter,2021-09-07 16:15:41 UTC,2021-09-07 16:15:41 UTC,48454,Convelio202109071809220200
785,CVO-25980,truck,"Gennevilliers, France","London, United Kingdom",0.006,"",2021-09-07 16:15:42 UTC,2021-09-07 16:15:42 UTC,158,Convelio202109071809220200
786,CVO-25907,air_freight,"Paris, France","Hong Kong, Hong Kong",0.006,freighter,2021-09-07 16:15:43 UTC,2021-09-07 16:15:43 UTC,27667,Convelio202109071809220200
787,CVO-27780,truck,"Gennevilliers, France","Arnhem, Netherlands",0.006,"",2021-09-07 16:15:44 UTC,2021-09-07 16:15:44 UTC,201,Convelio202109071809220200
788,CVO-27536,air_freight,"Gennevilliers, France","Castle Hill, Australia",0.006,freighter,2021-09-07 16:15:45 UTC,2021-09-07 16:15:45 UTC,48412,Convelio202109071809220200
789,CVO-16149,air_freight,"Paris, France","Brighton, Australia",0.006,freighter,2021-09-07 16:15:46 UTC,2021-09-07 16:15:46 UTC,48017,Convelio202109071809220200
790,CVO-23079,air_freight,"Gennevilliers, France","Houston, United States",0.006,freighter,2021-09-07 16:15:47 UTC,2021-09-07 16:15:47 UTC,23276,Convelio202109071809220200
791,CVO-27852,air_freight,"Gennevilliers, France","Toronto, Canada",0.006,freighter,2021-09-07 16:15:48 UTC,2021-09-07 16:15:48 UTC,17034,Convelio202109071809220200
792,CVO-25404,air_freight,"Gennevilliers, France","Great Barrington, United States",0.006,freighter,2021-09-07 16:15:49 UTC,2021-09-07 16:15:49 UTC,16181,Convelio202109071809220200
793,CVO-17446,air_freight,"Paris, France","Woodbury, United States",0.006,freighter,2021-09-07 16:15:50 UTC,2021-09-07 16:15:50 UTC,19302,Convelio202109071809220200
794,CVO-29449,air_freight,"Gennevilliers, France","Taipei City, Taiwan",0.006,freighter,2021-09-07 16:15:51 UTC,2021-09-07 16:15:51 UTC,28245,Convelio202109071809220200
795,CVO-35788,air_freight,"Paris, France","Kowloon, Hong Kong",0.006,freighter,2021-09-07 16:15:52 UTC,2021-09-07 16:15:52 UTC,27670,Convelio202109071809220200
796,CVO-35895,air_freight,"Paris, France","New York, United States",0.006,freighter,2021-09-07 16:15:53 UTC,2021-09-07 16:15:53 UTC,16581,Convelio202109071809220200
797,CVO-35991,air_freight,"Paris, France","New York, United States",0.006,freighter,2021-09-07 16:15:54 UTC,2021-09-07 16:15:54 UTC,16581,Convelio202109071809220200
798,CVO-27203,truck,"Paris, France","London, United Kingdom",0.007,"",2021-09-07 16:15:55 UTC,2021-09-07 16:15:55 UTC,190,Convelio202109071809220200
799,CVO-26831,truck,"Gennevilliers, France","London, United Kingdom",0.007,"",2021-09-07 16:15:56 UTC,2021-09-07 16:15:56 UTC,185,Convelio202109071809220200
800,CVO-14921,air_freight,"Paris, France","Malibu, United States",0.007,freighter,2021-09-07 16:15:57 UTC,2021-09-07 16:15:57 UTC,30588,Convelio202109071809220200
801,CVO-17528,air_freight,"Paris, France","Lisboa, Portugal",0.007,freighter,2021-09-07 16:15:57 UTC,2021-09-07 16:15:57 UTC,6473,Convelio202109071809220200
802,CVO-25225,truck,"Gennevilliers, France","Genova, Italy",0.007,"",2021-09-07 16:15:59 UTC,2021-09-07 16:15:59 UTC,394,Convelio202109071809220200
803,CVO-34665,truck,"Paris, France","Budapest, Hungary",0.007,"",2021-09-07 16:16:00 UTC,2021-09-07 16:16:00 UTC,686,Convelio202109071809220200
804,CVO-18434,truck,"Paris, France","Lisboa, Portugal",0.007,"",2021-09-07 16:16:00 UTC,2021-09-07 16:16:00 UTC,801,Convelio202109071809220200
805,CVO-28422,air_freight,"Gennevilliers, France","Santa Monica, United States",0.007,freighter,2021-09-07 16:16:01 UTC,2021-09-07 16:16:01 UTC,30512,Convelio202109071809220200
806,CVO-30756,air_freight,"Paris, France","Los Angeles, United States",0.007,freighter,2021-09-07 16:16:02 UTC,2021-09-07 16:16:02 UTC,30489,Convelio202109071809220200
807,CVO-25330,truck,"Gennevilliers, France","Antwerpen, Belgium",0.007,"",2021-09-07 16:16:03 UTC,2021-09-07 16:16:03 UTC,163,Convelio202109071809220200
808,CVO-27731,air_freight,"Gennevilliers, France","Kingston, United States",0.007,freighter,2021-09-07 16:16:05 UTC,2021-09-07 16:16:05 UTC,19068,Convelio202109071809220200
809,CVO-19352,air_freight,"Gennevilliers, France","Boston, United States",0.007,freighter,2021-09-07 16:16:06 UTC,2021-09-07 16:16:06 UTC,18346,Convelio202109071809220200
810,CVO-20241,truck,"Paris, France","Santa Cruz de Tenerife, Spain",0.007,"",2021-09-07 16:16:07 UTC,2021-09-07 16:16:07 UTC,1527,Convelio202109071809220200
811,CVO-26416,air_freight,"Gennevilliers, France","Hsinchu, Taiwan",0.007,freighter,2021-09-07 16:16:09 UTC,2021-09-07 16:16:09 UTC,32903,Convelio202109071809220200
812,CVO-24787,air_freight,"Paris, France","Santa Monica, United States",0.007,freighter,2021-09-07 16:16:09 UTC,2021-09-07 16:16:09 UTC,30542,Convelio202109071809220200
813,CVO-32513,truck,"Paris, France","Torny, Switzerland",0.007,"",2021-09-07 16:16:10 UTC,2021-09-07 16:16:10 UTC,229,Convelio202109071809220200
814,CVO-15403,air_freight,"Paris, France","MCMINNVILLE, United States",0.007,freighter,2021-09-07 16:16:12 UTC,2021-09-07 16:16:12 UTC,27886,Convelio202109071809220200
815,CVO-15276,air_freight,"Paris, France","Chuo, Japan",0.007,freighter,2021-09-07 16:16:13 UTC,2021-09-07 16:16:13 UTC,32579,Convelio202109071809220200
816,CVO-20394,air_freight,"Paris, France","Hong Kong, Hong Kong",0.007,freighter,2021-09-07 16:16:14 UTC,2021-09-07 16:16:14 UTC,32278,Convelio202109071809220200
817,CVO-20148,air_freight,"Paris, France","Singapore, Singapore",0.007,freighter,2021-09-07 16:16:15 UTC,2021-09-07 16:16:15 UTC,35929,Convelio202109071809220200
818,CVO-30696,air_freight,"Paris, France","Singapore, Singapore",0.007,freighter,2021-09-07 16:16:16 UTC,2021-09-07 16:16:16 UTC,35929,Convelio202109071809220200
819,CVO-18391,air_freight,"Paris, France","New York, United States",0.007,freighter,2021-09-07 16:16:17 UTC,2021-09-07 16:16:17 UTC,19345,Convelio202109071809220200
820,CVO-19267,air_freight,"Paris, France","New York, United States",0.007,freighter,2021-09-07 16:16:17 UTC,2021-09-07 16:16:17 UTC,19345,Convelio202109071809220200
821,CVO-13587,truck,"Paris, France","Dortmund, Germany",0.007,"",2021-09-07 16:16:18 UTC,2021-09-07 16:16:18 UTC,259,Convelio202109071809220200
822,CVO-24975,truck,"Paris, France","Ölmestad, Sweden",0.007,"",2021-09-07 16:16:19 UTC,2021-09-07 16:16:19 UTC,656,Convelio202109071809220200
823,CVO-32027,air_freight,"Paris, France","New York, United States",0.007,freighter,2021-09-07 16:16:20 UTC,2021-09-07 16:16:20 UTC,19345,Convelio202109071809220200
824,CVO-16770,truck,"Paris, France","Napoli, Italy",0.007,"",2021-09-07 16:16:21 UTC,2021-09-07 16:16:21 UTC,712,Convelio202109071809220200
825,CVO-19372,air_freight,"Paris, France","City of Industry, United States",0.007,freighter,2021-09-07 16:16:23 UTC,2021-09-07 16:16:23 UTC,30449,Convelio202109071809220200
826,CVO-15415,truck,"Paris, France","Cascais, Portugal",0.007,"",2021-09-07 16:16:23 UTC,2021-09-07 16:16:23 UTC,811,Convelio202109071809220200
827,CVO-29629,air_freight,"Gennevilliers, France","Fairfax, United States",0.007,freighter,2021-09-07 16:16:25 UTC,2021-09-07 16:16:25 UTC,20519,Convelio202109071809220200
828,CVO-36053,air_freight,"Paris, France","Toronto, Canada",0.007,freighter,2021-09-07 16:16:25 UTC,2021-09-07 16:16:25 UTC,19897,Convelio202109071809220200
829,CVO-30618,air_freight,"Paris, France","Hong Kong, Hong Kong",0.007,freighter,2021-09-07 16:16:26 UTC,2021-09-07 16:16:26 UTC,32278,Convelio202109071809220200
830,CVO-34919,air_freight,"Paris, France","Hong Kong, Hong Kong",0.007,freighter,2021-09-07 16:16:27 UTC,2021-09-07 16:16:27 UTC,32278,Convelio202109071809220200
831,CVO-26999,truck,"Gennevilliers, France","Montjoie-en-Couserans, France",0.008,"",2021-09-07 16:16:28 UTC,2021-09-07 16:16:28 UTC,419,Convelio202109071809220200
832,CVO-24755,truck,"Paris, France","Roma, Italy",0.008,"",2021-09-07 16:16:29 UTC,2021-09-07 16:16:29 UTC,697,Convelio202109071809220200
833,CVO-25878,truck,"Gennevilliers, France","Kleinmachnow, Germany",0.008,"",2021-09-07 16:16:30 UTC,2021-09-07 16:16:30 UTC,543,Convelio202109071809220200
