id,customer_id,calculation_type,origin,destination,weight_in_tonnes,specific_method,created_at,updated_at,co2_in_g,file_name,fuel_type,car_type
102,HTG,car,"58095, Hagen, DE","25840, Rantrumdeich, DE",,"",2021-12-03 05:46:55 UTC,2021-12-03 05:46:55 UTC,120662,HTGbadge1202112030546270000,petrol,large
103,HTG,car,"64367, Mühltal, DE","26409, Carolinensiel-Harlesiel, DE",,"",2021-12-03 05:46:56 UTC,2021-12-03 05:46:56 UTC,148455,HTGbadge1202112030546270000,petrol,large
104,HTG,car,"13156, Berlin, DE","18196, Petschow-Lieblingshof, DE",,"",2021-12-03 05:46:57 UTC,2021-12-03 05:46:57 UTC,60331,HTGbadge1202112030546270000,petrol,large
105,HTG,car,"31515, Wunstorf, DE","23946, Boltenhagen, DE",,"",2021-12-03 05:46:58 UTC,2021-12-03 05:46:58 UTC,71516,HTGbadge1202112030546270000,petrol,large
106,HTG,car,"7937, Zeulenroda, DE","94249, Bodenmais, DE",,"",2021-12-03 05:46:59 UTC,2021-12-03 05:46:59 UTC,65415,HTGbadge1202112030546270000,petrol,large
107,HTG,car,"77746, Schutterwald, DE","75323, Bad Wildbad, DE",,"",2021-12-03 05:47:00 UTC,2021-12-03 05:47:00 UTC,18303,HTGbadge1202112030546270000,petrol,large
108,HTG,car,"27336, Häuslingen, DE","27639, Wurster Nordseeküste, DE",,"",2021-12-03 05:47:01 UTC,2021-12-03 05:47:01 UTC,39995,HTGbadge1202112030546270000,petrol,large
109,HTG,car,"22117, Hamburg, DE","17429, Bansin, DE",,"",2021-12-03 05:47:02 UTC,2021-12-03 05:47:02 UTC,90496,HTGbadge1202112030546270000,petrol,large
110,HTG,car,"54456, Tawern, DE","54329, Konz, DE",,"",2021-12-03 05:47:03 UTC,2021-12-03 05:47:03 UTC,2373,HTGbadge1202112030546270000,petrol,large
111,HTG,car,"27333, Bücken, DE","26676, Barßel, DE",,"",2021-12-03 05:47:04 UTC,2021-12-03 05:47:04 UTC,33216,HTGbadge1202112030546270000,petrol,large
112,HTG,car,"76889, Gleiszellen, DE","23669, Timmendorfer Strand / Niendorf, DE",,"",2021-12-03 05:47:05 UTC,2021-12-03 05:47:05 UTC,194889,HTGbadge1202112030546270000,petrol,large
113,HTG,car,"53757, Sankt Augustin, DE","66679, Losheim am See, DE",,"",2021-12-03 05:47:06 UTC,2021-12-03 05:47:06 UTC,48129,HTGbadge1202112030546270000,petrol,large
114,HTG,car,"60326, Frankfurt am Main, DE","17248, Rechlin/Müritz, DE",,"",2021-12-03 05:47:07 UTC,2021-12-03 05:47:07 UTC,154894,HTGbadge1202112030546270000,petrol,large
115,HTG,car,"23896, Panten ot Hammer, DE","18586, Baabe (Ostseebad), DE",,"",2021-12-03 05:47:08 UTC,2021-12-03 05:47:08 UTC,73211,HTGbadge1202112030546270000,petrol,large
116,HTG,car,"23795, Bad Segeberg, DE","23946, Boltenhagen, DE",,"",2021-12-03 05:47:09 UTC,2021-12-03 05:47:09 UTC,20336,HTGbadge1202112030546270000,petrol,large
117,HTG,car,"33397, Rietberg, DE","26434, Wangerland, DE",,"",2021-12-03 05:47:10 UTC,2021-12-03 05:47:10 UTC,71855,HTGbadge1202112030546270000,petrol,large
118,HTG,car,"68307, Mannheim, DE","24235, Wendtorf, DE",,"",2021-12-03 05:47:11 UTC,2021-12-03 05:47:11 UTC,188110,HTGbadge1202112030546270000,petrol,large
119,HTG,car,"92253, Schnaittenbach, DE","23684, Scharbeutz, DE",,"",2021-12-03 05:47:11 UTC,2021-12-03 05:47:11 UTC,172180,HTGbadge1202112030546270000,petrol,large
120,HTG,car,"47495, Rheinberg, DE","23747, Dahme, DE",,"",2021-12-03 05:47:12 UTC,2021-12-03 05:47:12 UTC,143371,HTGbadge1202112030546270000,petrol,large
121,HTG,car,"77694, kehl, DE","24217, Schönberger Strand, DE",,"",2021-12-03 05:47:13 UTC,2021-12-03 05:47:13 UTC,228105,HTGbadge1202112030546270000,petrol,large
122,HTG,car,"10318, Berlin, DE","25761, Büsum, DE",,"",2021-12-03 05:47:13 UTC,2021-12-03 05:47:13 UTC,122018,HTGbadge1202112030546270000,petrol,large
123,HTG,car,"12205, Berlin, DE","18586, Göhren (Ostseebad), DE",,"",2021-12-03 05:47:15 UTC,2021-12-03 05:47:15 UTC,72194,HTGbadge1202112030546270000,petrol,large
124,HTG,car,"37186, Moringen, DE","25826, St. Peter-Ording, DE",,"",2021-12-03 05:47:15 UTC,2021-12-03 05:47:15 UTC,102020,HTGbadge1202112030546270000,petrol,large
125,HTG,car,"14199, Berlin, DE","27726, Worpswede, DE",,"",2021-12-03 05:47:16 UTC,2021-12-03 05:47:16 UTC,103037,HTGbadge1202112030546270000,petrol,large
126,HTG,car,"15732, Schulzendorf, DE","17424, Heringsdorf, DE",,"",2021-12-03 05:47:17 UTC,2021-12-03 05:47:17 UTC,61348,HTGbadge1202112030546270000,petrol,large
127,HTG,car,"97074, Würzburg, DE","24955, Harrislee, DE",,"",2021-12-03 05:47:18 UTC,2021-12-03 05:47:18 UTC,189805,HTGbadge1202112030546270000,petrol,large
128,HTG,car,"23669, Timmendorfer Strand, DE","18374, Zingst, DE",,"",2021-12-03 05:47:18 UTC,2021-12-03 05:47:18 UTC,47451,HTGbadge1202112030546270000,petrol,large
129,HTG,car,"64319, Pfungstadt, DE","24376, Kappeln, DE",,"",2021-12-03 05:47:19 UTC,2021-12-03 05:47:19 UTC,186755,HTGbadge1202112030546270000,petrol,large
130,HTG,car,"59199, Bönen, DE","83324, Ruhpolding, DE",,"",2021-12-03 05:47:20 UTC,2021-12-03 05:47:20 UTC,187432,HTGbadge1202112030546270000,petrol,large
131,HTG,car,"37120, Bovenden, DE","34326, Morschen, DE",,"",2021-12-03 05:47:21 UTC,2021-12-03 05:47:21 UTC,20675,HTGbadge1202112030546270000,petrol,large
132,HTG,car,"44534, Lünen, DE","37444, Sankt Andreasberg, DE",,"",2021-12-03 05:47:21 UTC,2021-12-03 05:47:21 UTC,70499,HTGbadge1202112030546270000,petrol,large
133,HTG,car,"35410, Hungen, DE","24376, OstseeResort Olpenitz, DE",,"",2021-12-03 05:47:22 UTC,2021-12-03 05:47:22 UTC,159640,HTGbadge1202112030546270000,petrol,large
134,HTG,car,"87527, Sonthofen, DE","87527, Sonthofen, DE",,"",2021-12-03 05:47:23 UTC,2021-12-03 05:47:23 UTC,0,HTGbadge1202112030546270000,petrol,large
135,HTG,car,"8371, Glauchau, DE","17207, Röbel, DE",,"",2021-12-03 05:47:24 UTC,2021-12-03 05:47:24 UTC,96936,HTGbadge1202112030546270000,petrol,large
136,HTG,car,"71636, Ludwigsburg, DE","85084, Reichertshofen, DE",,"",2021-12-03 05:47:25 UTC,2021-12-03 05:47:25 UTC,57958,HTGbadge1202112030546270000,petrol,large
137,HTG,car,"33142, Büren, DE","25980, Tinnum auf Sylt, DE",,"",2021-12-03 05:47:26 UTC,2021-12-03 05:47:26 UTC,126085,HTGbadge1202112030546270000,petrol,large
138,HTG,car,"10439, Prenzlauer Berg, DE","17440, Kröslin, DE",,"",2021-12-03 05:47:27 UTC,2021-12-03 05:47:27 UTC,54569,HTGbadge1202112030546270000,petrol,large
139,HTG,car,"8228, Rodewisch, DE","25813, Husum, DE",,"",2021-12-03 05:47:28 UTC,2021-12-03 05:47:28 UTC,167774,HTGbadge1202112030546270000,petrol,large
140,HTG,car,"37191, Katlenburg-Lindau, DE","27639, Wurster Nordseeküste, DE",,"",2021-12-03 05:47:28 UTC,2021-12-03 05:47:28 UTC,86429,HTGbadge1202112030546270000,petrol,large
141,HTG,car,"22359, Hamburg, DE","25938, Wyk auf Föhr, DE",,"",2021-12-03 05:47:29 UTC,2021-12-03 05:47:29 UTC,52874,HTGbadge1202112030546270000,petrol,large
142,HTG,car,"31848, Bad Münder, DE","25938, Oevenum, DE",,"",2021-12-03 05:47:30 UTC,2021-12-03 05:47:30 UTC,96258,HTGbadge1202112030546270000,petrol,large
143,HTG,car,"63517, Rodenbach, DE","94253, Bischofsmais, DE",,"",2021-12-03 05:47:31 UTC,2021-12-03 05:47:31 UTC,109138,HTGbadge1202112030546270000,petrol,large
144,HTG,car,"56856, Zell, DE","94538, Fürstenstein, DE",,"",2021-12-03 05:47:32 UTC,2021-12-03 05:47:32 UTC,158623,HTGbadge1202112030546270000,petrol,large
